<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;D;20010912;000000;0.9142000;0.9155000;0.9006000;0.9066000;0
EURUSD;D;20010913;000000;0.9069000;0.9126000;0.9045000;0.9117000;0
EURUSD;D;20010914;000000;0.9117000;0.9255000;0.9078000;0.9203000;0
EURUSD;D;20010915;000000;0.9201000;0.9225000;0.9195000;0.9200000;0
EURUSD;D;20010916;000000;0.9210000;0.9210000;0.9210000;0.9210000;0
EURUSD;D;20010917;000000;0.9234000;0.9337000;0.9169000;0.9244000;0
EURUSD;D;20010918;000000;0.9237000;0.9288000;0.9184000;0.9275000;0
EURUSD;D;20010919;000000;0.9275000;0.9335000;0.9226000;0.9276000;0
EURUSD;D;20010920;000000;0.9273000;0.9299000;0.9225000;0.9277000;0
EURUSD;D;20010921;000000;0.9277000;0.9288000;0.9087000;0.9138000;0
EURUSD;D;20010922;000000;0.9137000;0.9158000;0.9134000;0.9149000;0
EURUSD;D;20010924;000000;0.9155000;0.9200000;0.9104000;0.9157000;0
EURUSD;D;20010925;000000;0.9151000;0.9252000;0.9143000;0.9225000;0
EURUSD;D;20010926;000000;0.9225000;0.9247000;0.9192000;0.9235000;0
EURUSD;D;20010927;000000;0.9236000;0.9244000;0.9157000;0.9174000;0
EURUSD;D;20010928;000000;0.9173000;0.9188000;0.9077000;0.9097000;0
EURUSD;D;20010929;000000;0.9110000;0.9122000;0.9089000;0.9119000;0
EURUSD;D;20011001;000000;0.9118000;0.9183000;0.9057000;0.9171000;0
EURUSD;D;20011002;000000;0.9171000;0.9203000;0.9130000;0.9193000;0
EURUSD;D;20011003;000000;0.9193000;0.9240000;0.9121000;0.9144000;0
EURUSD;D;20011004;000000;0.9145000;0.9188000;0.9109000;0.9170000;0
EURUSD;D;20011005;000000;0.9172000;0.9210000;0.9154000;0.9184000;0
EURUSD;D;20011006;000000;0.9183000;0.9192000;0.9173000;0.9182000;0
EURUSD;D;20011008;000000;0.9194000;0.9244000;0.9164000;0.9198000;0
EURUSD;D;20011009;000000;0.9197000;0.9229000;0.9127000;0.9141000;0
EURUSD;D;20011010;000000;0.9136000;0.9165000;0.9097000;0.9106000;0
EURUSD;D;20011011;000000;0.9096000;0.9130000;0.8988000;0.9028000;0
EURUSD;D;20011012;000000;0.9028000;0.9128000;0.9009000;0.9096000;0
EURUSD;D;20011013;000000;0.9095000;0.9121000;0.9091000;0.9108000;0
EURUSD;D;20011015;000000;0.9118000;0.9137000;0.9059000;0.9090000;0
EURUSD;D;20011016;000000;0.9090000;0.9114000;0.9036000;0.9072000;0
EURUSD;D;20011017;000000;0.9086000;0.9097000;0.9007000;0.9034000;0
EURUSD;D;20011018;000000;0.9033000;0.9061000;0.8995000;0.9047000;0
EURUSD;D;20011019;000000;0.9047000;0.9053000;0.8962000;0.8984000;0
EURUSD;D;20011020;000000;0.8984000;0.9000000;0.8984000;0.8993000;0
EURUSD;D;20011022;000000;0.8997000;0.9006000;0.8895000;0.8915000;0
EURUSD;D;20011023;000000;0.8917000;0.8933000;0.8865000;0.8907000;0
EURUSD;D;20011024;000000;0.8907000;0.8945000;0.8892000;0.8932000;0
EURUSD;D;20011025;000000;0.8933000;0.8981000;0.8876000;0.8934000;0
EURUSD;D;20011026;000000;0.8930000;0.8955000;0.8902000;0.8919000;0
EURUSD;D;20011027;000000;0.8923000;0.8938000;0.8916000;0.8925000;0
EURUSD;D;20011029;000000;0.8972000;0.9058000;0.8967000;0.9048000;0
EURUSD;D;20011030;000000;0.9048000;0.9103000;0.9033000;0.9046000;0
EURUSD;D;20011031;000000;0.9045000;0.9079000;0.8983000;0.9000000;0
EURUSD;D;20011101;000000;0.9000000;0.9124000;0.8990000;0.9024000;0
EURUSD;D;20011102;000000;0.9025000;0.9075000;0.9002000;0.9032000;0
EURUSD;D;20011103;000000;0.9022000;0.9044000;0.9013000;0.9035000;0
EURUSD;D;20011105;000000;0.9015000;0.9023000;0.8940000;0.8980000;0
EURUSD;D;20011106;000000;0.8979000;0.8996000;0.8949000;0.8952000;0
EURUSD;D;20011107;000000;0.8954000;0.9054000;0.8934000;0.9030000;0
EURUSD;D;20011108;000000;0.8976000;0.9000000;0.8902000;0.8927000;0
EURUSD;D;20011109;000000;0.8927000;0.8948000;0.8887000;0.8943000;0
EURUSD;D;20011110;000000;0.8944000;0.8955000;0.8937000;0.8945000;0
EURUSD;D;20011111;000000;0.8945000;0.8945000;0.8945000;0.8945000;0
EURUSD;D;20011112;000000;0.8938000;0.9019000;0.8909000;0.8947000;0
EURUSD;D;20011113;000000;0.8946000;0.8951000;0.8788000;0.8804000;0
EURUSD;D;20011114;000000;0.8806000;0.8846000;0.8770000;0.8832000;0
EURUSD;D;20011115;000000;0.8832000;0.8858000;0.8798000;0.8823000;0
EURUSD;D;20011116;000000;0.8825000;0.8870000;0.8805000;0.8845000;0
